present-HL;present-LL;absent;AnyOnHighP-HL;AnyOnHighP-LL;AnyOnlowP;highP-HL;highPOther-HL;lowP-HL;highP-LL;highPOther-LL;lowP-LL;Distance0-HL;Distance1-HL;Distance2-HL;Distance3-HL;Distance4-HL;Distance0-LL;Distance1-LL;Distance2-LL;Distance3-LL;Distance4-LL;highP-HL-swap;highPOther-HL-swap;lowP-HL-swap;highP-LL-swap;highPOther-LL-swap;lowP-LL-swap;swap;same
838,8537096;821,166224;809,8214343;831,4195313;840,2632059;854,4850497;828,6302978;874,6337692;855,181931;805,8926425;834,2087648;853,7881685;828,6302978;846,8559648;866,5468694;852,3511079;874,6337692;805,8926425;823,7020878;883,4135804;852,7989057;834,2087648;833,7030385;874,6337692;853,4467207;816,0124363;842,9401378;851,975425;812,9565689;840,0932041
673,4205166;677,6634624;663,9824924;642,6027129;677,0344017;700,6155418;659,5488599;682,2745778;702,3701958;671,7942257;625,6565659;698,8608879;659,5488599;718,4208631;689,0864012;698,6697512;682,2745778;671,7942257;730,9397718;659,935035;705,837497;625,6565659;650,1224883;687,4559542;701,348035;671,8211656;627,4501508;699,9808211;669,7724728;678,9429818
872,3866631;852,0629401;814,6971784;855,5431919;849,1883461;906,4773387;848,8279763;862,3730989;927,3813455;836,0035934;862,2584076;885,5733319;848,8279763;925,0546828;934,9435712;922,0380735;862,3730989;836,0035934;877,7224568;927,0991363;854,4336817;862,2584076;838,1773427;866,0978975;930,5406523;852,3647478;854,6024582;887,6204214;840,0308263;874,6339931
852,8005274;852,1431537;813,569887;850,1046175;853,9848841;890,0550848;831,4558872;872,0763608;895,4025484;835,8934074;868,7533478;884,7076213;831,4558872;917,6558202;857,9561971;912,4069406;872,0763608;835,8934074;870,9883494;887,3614359;895,8054422;868,7533478;833,7686169;872,0763608;894,2909598;838,6219254;871,2869313;879,2160763;836,0089289;861,9711904
938,5560049;913,6452357;901,8626224;894,4515244;930,1599593;974,463777;917,3035736;965,5354704;986,3532222;894,7844483;871,5994751;962,5743319;917,3035736;986,5280044;990,2709848;981,9431772;965,5354704;894,7844483;944,3024457;1020,832519;925,3500997;871,5994751;913,7799308;959,0712648;990,3511874;911,5319731;869,3856311;965,3291327;900,9149072;941,0853378
765,3339463;766,5792157;738,8435017;740,4331461;757,9600895;796,1901773;752,8174339;760,6332627;794,0047671;755,2869163;728,0488584;798,3755875;752,8174339;787,0039457;795,3847953;799,9096461;760,6332627;755,2869163;792,7737523;773,8969931;827,9633426;728,0488584;758,5807265;760,6332627;798,1039661;763,1746586;732,7433926;802,3160899;746,5995902;777,4951271
921,8643293;895,1609337;890,2707228;877,8596583;941,8741334;929,1404452;902,1491559;989,2817748;954,9052769;894,466492;853,5701606;903,3756136;902,1491559;946,8418632;965,7338816;952,3793148;989,2817748;894,466492;912,4572283;888,9677678;908,7212379;853,5701606;912,0593813;996,5525654;951,6710513;885,9852586;848,3735557;901,4545809;900,4923575;912,9599764
955,5820565;925,9974941;901,0322342;950,8747434;921,7471789;974,5711785;944,0786964;937,7529313;983,6525229;905,7414266;957,6707903;965,489834;944,0786964;986,2121759;1023,064908;946,5857397;937,7529313;905,7414266;990,6410226;962,4334441;945,16082;957,6707903;933,7740382;941,354093;978,4799813;924,2836613;964,808299;963,677917;925,5515819;950,0328115
989,5588044;981,5016269;946,6490306;994,26325;1001,602055;1018,645822;967,9097852;1035,612338;1032,202139;967,5917728;1020,616715;1005,089506;967,9097852;984,2757455;1082,159732;1030,845662;1035,612338;967,5917728;992,0273252;1046,138454;980,8092312;1020,616715;976,9290872;1025,953625;1034,301456;974,6081049;1020,616715;1003,889557;962,7418979;997,9410495
921,5552658;917,6879177;901,1706402;921,3335371;903,8221986;934,7548407;909,7967079;890,4746925;953,0842045;917,1697047;932,8703662;916,425477;909,7967079;985,7037651;956,3403804;917,6743241;890,4746925;917,1697047;934,4708611;950,041825;859,5634989;932,8703662;908,0755339;890,4746925;951,112799;910,6672547;927,5401373;919,5244373;917,3726404;920,8776927
910,3584535;878,6305151;876,3297078;885,433921;904,6238927;905,2219109;901,0418721;932,1232026;927,069604;877,1245828;869,82597;883,3742178;901,0418721;915,9460661;933,8035718;932,1771083;932,1232026;877,1245828;867,9688268;887,9528147;894,0556364;869,82597;890,7241642;932,1232026;924,6408184;893,9603569;874,8895617;883,2959329;887,3375558;898,3049004
814,0028089;802,5256474;777,4396317;796,0600925;788,1423215;833,0326767;808,5203059;785,7994103;831,581411;790,4852328;783,5998791;834,4839423;808,5203059;806,6450009;862,5353818;828,5846279;785,7994103;790,4852328;840,6378432;837,2022128;824,9183737;783,5998791;802,2261921;788,3846026;832,930795;802,4288507;785,8038419;832,6553909;798,2262598;814,1518566
980,4458417;957,1154833;945,1457226;956,9747057;970,9877665;995,5840509;958,7447984;987,0707861;1028,55795;954,904747;955,2046129;962,6101518;958,7447984;1007,182906;1071,610127;1009,83499;987,0707861;954,904747;991,3457065;959,6820342;933,0029;955,2046129;971,4524846;989,0619215;1030,39582;930,5484873;961,7444825;963,2030797;959,5875327;974,3791529
967,2792082;965,5410914;963,94586;943,8942204;973,9668532;979,4612473;956,303779;981,7653818;988,4266983;966,1683246;931,4846618;970,4957963;956,303779;993,1728967;980,2140611;992,0149302;981,7653818;966,1683246;956,3001381;1004,818077;953,4523975;931,4846618;947,0473013;988,9789769;991,3568225;958,4226926;927,7630686;973,3786213;966,4128027;966,3929658
